"","spp","plate","trt","dayGerm","rootLen","day","spptrt","ID","phylo"
"392","chi","P08","ctrl","1",24.98,3,"chictrl","chiP08","chi"
"393","sit","P09","ctrl","1",27.46,3,"sitctrl","sitP09","sit"
"394","oid","P09","ctrl","3",33.84,3,"oidctrl","oidP09","oid"
"395","pim","P09","ctrl","1",50.42,3,"pimctrl","pimP09","pim"
"396","pen","P09","ctrl","1",43.36,3,"penctrl","penP09","pen"
"397","lyc","P09","ctrl","1",28.82,3,"lycctrl","lycP09","lyc"
"398","chi","P09","ctrl","1",51.19,3,"chictrl","chiP09","chi"
"399","per","P09","ctrl","1",26.34,3,"perctrl","perP09","per"
"400","hab","P09","ctrl","1",25.62,3,"habctrl","habP09","hab"
"401","sit","P10","ctrl","1",23,3,"sitctrl","sitP10","sit"
"402","hab","P10","ctrl","1",31.23,3,"habctrl","habP10","hab"
"403","chi","P10","ctrl","1",72,3,"chictrl","chiP10","chi"
"404","per","P10","ctrl","3",24.48,3,"perctrl","perP10","per"
"405","pim","P10","ctrl","1",55.81,3,"pimctrl","pimP10","pim"
"406","chm","P10","ctrl","1",45,3,"chmctrl","chmP10","chm"
"407","arc","P10","ctrl","1",44.65,3,"arcctrl","arcP10","arc"
"408","oid","P10","ctrl","3",51.9,3,"oidctrl","oidP10","oid"
"409","lyc","P10","ctrl","1",74.55,3,"lycctrl","lycP10","lyc"
"410","pen","P10","ctrl","1",30.65,3,"penctrl","penP10","pen"
"411","chi","P11","cold","1",14.81,3,"chicold","chiP11","chi"
"412","chm","P11","cold","1",12.43,3,"chmcold","chmP11","chm"
"413","pim","P11","cold","1",15.65,3,"pimcold","pimP11","pim"
"414","hab","P11","cold","2",8.74,3,"habcold","habP11","hab"
"415","sit","P11","cold","1",10.77,3,"sitcold","sitP11","sit"
"416","per","P11","cold","5",11.34,3,"percold","perP11","per"
"417","arc","P11","cold","1",19.51,3,"arccold","arcP11","arc"
"418","oid","P11","cold","2",8.62,3,"oidcold","oidP11","oid"
"419","lyc","P12","cold","1",21.02,3,"lyccold","lycP12","lyc"
"420","oid","P12","cold","8",7.76,3,"oidcold","oidP12","oid"
"421","pen","P12","cold","1",5.53,3,"pencold","penP12","pen"
"422","hab","P12","cold","2",11.48,3,"habcold","habP12","hab"
"423","chm","P12","cold","1",12.72,3,"chmcold","chmP12","chm"
"424","per","P12","cold","3",6.95,3,"percold","perP12","per"
"425","sit","P12","cold","1",8.49,3,"sitcold","sitP12","sit"
"426","pim","P12","cold","1",12.81,3,"pimcold","pimP12","pim"
"427","chi","P12","cold","3",8.3,3,"chicold","chiP12","chi"
"428","pim","P13","cold","1",7.59,3,"pimcold","pimP13","pim"
"429","oid","P13","cold","4",15.51,3,"oidcold","oidP13","oid"
"430","hab","P13","cold","1",9.65,3,"habcold","habP13","hab"
"431","arc","P13","cold","1",14.98,3,"arccold","arcP13","arc"
"432","chi","P13","cold","1",11.42,3,"chicold","chiP13","chi"
"433","sit","P13","cold","1",10.93,3,"sitcold","sitP13","sit"
"434","chm","P13","cold","1",9.73,3,"chmcold","chmP13","chm"
"435","chm","P14","cold","1",11.86,3,"chmcold","chmP14","chm"
"436","hab","P14","cold","1",7.87,3,"habcold","habP14","hab"
"437","oid","P14","cold","6",4.89,3,"oidcold","oidP14","oid"
"438","arc","P14","cold","1",15.26,3,"arccold","arcP14","arc"
"439","per","P14","cold","1",24.65,3,"percold","perP14","per"
"440","chi","P14","cold","1",11.26,3,"chicold","chiP14","chi"
"441","pim","P14","cold","1",13.65,3,"pimcold","pimP14","pim"
"442","sit","P14","cold","1",9.84,3,"sitcold","sitP14","sit"
"443","chm","P15","cold","1",15.2,3,"chmcold","chmP15","chm"
"444","arc","P15","cold","1",17.76,3,"arccold","arcP15","arc"
"445","per","P15","cold","1",7.14,3,"percold","perP15","per"
"446","sit","P15","cold","1",15.99,3,"sitcold","sitP15","sit"
"447","hab","P15","cold","1",10,3,"habcold","habP15","hab"
"448","chi","P15","cold","1",8.4,3,"chicold","chiP15","chi"
"449","lyc","P15","cold","1",21.32,3,"lyccold","lycP15","lyc"
"450","pim","P15","cold","1",10.67,3,"pimcold","pimP15","pim"
"451","oid","P15","cold","1",6.22,3,"oidcold","oidP15","oid"
"452","chi","P16","cold","1",5.51,3,"chicold","chiP16","chi"
"453","per","P16","cold","4",9.56,3,"percold","perP16","per"
"454","oid","P16","cold","3",3.49,3,"oidcold","oidP16","oid"
"455","pim","P16","cold","1",9.92,3,"pimcold","pimP16","pim"
"456","chm","P16","cold","1",14.49,3,"chmcold","chmP16","chm"
"457","sit","P16","cold","1",8.43,3,"sitcold","sitP16","sit"
"458","arc","P16","cold","1",20.21,3,"arccold","arcP16","arc"
"459","hab","P16","cold","1",12.61,3,"habcold","habP16","hab"
"460","lyc","P16","cold","1",22.6,3,"lyccold","lycP16","lyc"
"461","chi","P17","cold","2",4.33,3,"chicold","chiP17","chi"
"462","sit","P17","cold","1",21.33,3,"sitcold","sitP17","sit"
"463","chm","P17","cold","1",16.68,3,"chmcold","chmP17","chm"
"464","arc","P17","cold","1",7.69,3,"arccold","arcP17","arc"
"465","oid","P17","cold","3",9.79,3,"oidcold","oidP17","oid"
"466","hab","P17","cold","1",12.74,3,"habcold","habP17","hab"
"467","pim","P17","cold","1",10.36,3,"pimcold","pimP17","pim"
"468","pim","P18","cold","1",10.4,3,"pimcold","pimP18","pim"
"469","arc","P18","cold","1",15.06,3,"arccold","arcP18","arc"
"470","oid","P18","cold","1",13.57,3,"oidcold","oidP18","oid"
"471","hab","P18","cold","1",8.97,3,"habcold","habP18","hab"
"472","pen","P18","cold","1",7.41,3,"pencold","penP18","pen"
"473","chm","P18","cold","1",18.36,3,"chmcold","chmP18","chm"
"474","chi","P18","cold","1",13.17,3,"chicold","chiP18","chi"
"475","sit","P18","cold","1",7.11,3,"sitcold","sitP18","sit"
"476","hab","P19","cold","1",8.01,3,"habcold","habP19","hab"
"477","per","P19","cold","4",10.01,3,"percold","perP19","per"
"478","oid","P19","cold","4",15.85,3,"oidcold","oidP19","oid"
"479","chi","P19","cold","1",21.79,3,"chicold","chiP19","chi"
"480","arc","P19","cold","1",14.44,3,"arccold","arcP19","arc"
"481","pim","P19","cold","1",15.57,3,"pimcold","pimP19","pim"
"482","sit","P19","cold","1",12.68,3,"sitcold","sitP19","sit"
"483","chm","P19","cold","1",14.36,3,"chmcold","chmP19","chm"
"484","sit","P20","cold","2",17.28,3,"sitcold","sitP20","sit"
"485","chm","P20","cold","1",14.74,3,"chmcold","chmP20","chm"
"486","chi","P20","cold","1",15.22,3,"chicold","chiP20","chi"
"487","hab","P20","cold","1",5.78,3,"habcold","habP20","hab"
"488","oid","P20","cold","1",17.1,3,"oidcold","oidP20","oid"
"489","per","P20","cold","2",9.04,3,"percold","perP20","per"
"490","lyc","P20","cold","1",19.68,3,"lyccold","lycP20","lyc"
"491","pim","P20","cold","1",13.22,3,"pimcold","pimP20","pim"
"492","arc","P20","cold","6",8.22,3,"arccold","arcP20","arc"
"493","oid","P01","ctrl","2",71.21,4,"oidctrl","oidP01","oid"
"494","chi","P01","ctrl","1",39.53,4,"chictrl","chiP01","chi"
"496","pim","P01","ctrl","1",81.39,4,"pimctrl","pimP01","pim"
"497","arc","P01","ctrl","3",23.8,4,"arcctrl","arcP01","arc"
"498","hab","P01","ctrl","1",25.84,4,"habctrl","habP01","hab"
"499","sit","P01","ctrl","1",43.88,4,"sitctrl","sitP01","sit"
"500","chm","P01","ctrl","1",45.35,4,"chmctrl","chmP01","chm"
"501","chm","P02","ctrl","1",40.9,4,"chmctrl","chmP02","chm"
"502","arc","P02","ctrl","4",18.62,4,"arcctrl","arcP02","arc"
"503","oid","P02","ctrl","3",104.55,4,"oidctrl","oidP02","oid"
"504","sit","P02","ctrl","1",57.16,4,"sitctrl","sitP02","sit"
"505","pim","P02","ctrl","1",82.39,4,"pimctrl","pimP02","pim"
"506","lyc","P02","ctrl","1",73.16,4,"lycctrl","lycP02","lyc"
"507","hab","P02","ctrl","1",27.94,4,"habctrl","habP02","hab"
"508","chi","P02","ctrl","1",36.38,4,"chictrl","chiP02","chi"
"509","lyc","P03","ctrl","3",32.93,4,"lycctrl","lycP03","lyc"
"510","pim","P03","ctrl","1",74.09,4,"pimctrl","pimP03","pim"
"511","chm","P03","ctrl","1",36.42,4,"chmctrl","chmP03","chm"
"512","oid","P03","ctrl","3",16.57,4,"oidctrl","oidP03","oid"
"513","hab","P03","ctrl","1",29.57,4,"habctrl","habP03","hab"
"515","chi","P03","ctrl","1",63.87,4,"chictrl","chiP03","chi"
"516","sit","P04","ctrl","1",46.6,4,"sitctrl","sitP04","sit"
"517","per","P04","ctrl","3",28.02,4,"perctrl","perP04","per"
"518","oid","P04","ctrl","4",33.45,4,"oidctrl","oidP04","oid"
"519","arc","P04","ctrl","7",11.38,4,"arcctrl","arcP04","arc"
"520","pim","P04","ctrl","1",77.52,4,"pimctrl","pimP04","pim"
"521","chi","P04","ctrl","1",24.4,4,"chictrl","chiP04","chi"
"522","lyc","P04","ctrl","1",99.75,4,"lycctrl","lycP04","lyc"
"523","hab","P04","ctrl","1",27.32,4,"habctrl","habP04","hab"
"524","oid","P05","ctrl","3",54.46,4,"oidctrl","oidP05","oid"
"525","sit","P05","ctrl","1",42.69,4,"sitctrl","sitP05","sit"
"526","chi","P05","ctrl","1",55.26,4,"chictrl","chiP05","chi"
"527","lyc","P05","ctrl","1",45.83,4,"lycctrl","lycP05","lyc"
"528","hab","P05","ctrl","1",33.56,4,"habctrl","habP05","hab"
"529","arc","P05","ctrl","1",70.55,4,"arcctrl","arcP05","arc"
"530","pim","P05","ctrl","1",77,4,"pimctrl","pimP05","pim"
"531","per","P05","ctrl","7",27.16,4,"perctrl","perP05","per"
"532","chm","P05","ctrl","1",51.09,4,"chmctrl","chmP05","chm"
"533","oid","P06","ctrl","1",108.03,4,"oidctrl","oidP06","oid"
"534","sit","P06","ctrl","1",54.18,4,"sitctrl","sitP06","sit"
"535","chi","P06","ctrl","1",48.76,4,"chictrl","chiP06","chi"
"536","per","P06","ctrl","1",39.44,4,"perctrl","perP06","per"
"537","lyc","P06","ctrl","1",96.41,4,"lycctrl","lycP06","lyc"
"538","pim","P06","ctrl","1",79.62,4,"pimctrl","pimP06","pim"
"539","hab","P06","ctrl","1",35.05,4,"habctrl","habP06","hab"
"540","lyc","P07","ctrl","1",12.12,4,"lycctrl","lycP07","lyc"
"541","chm","P07","ctrl","1",42.7,4,"chmctrl","chmP07","chm"
"542","hab","P07","ctrl","1",37.25,4,"habctrl","habP07","hab"
"543","pim","P07","ctrl","1",75.64,4,"pimctrl","pimP07","pim"
"544","arc","P07","ctrl","7",19.44,4,"arcctrl","arcP07","arc"
"545","sit","P07","ctrl","1",36.86,4,"sitctrl","sitP07","sit"
"546","chi","P07","ctrl","1",67.54,4,"chictrl","chiP07","chi"
"547","per","P07","ctrl","3",44.13,4,"perctrl","perP07","per"
"548","chm","P08","ctrl","1",12.17,4,"chmctrl","chmP08","chm"
"549","pen","P08","ctrl","1",46.34,4,"penctrl","penP08","pen"
"550","hab","P08","ctrl","1",29.9,4,"habctrl","habP08","hab"
"551","sit","P08","ctrl","1",30.29,4,"sitctrl","sitP08","sit"
"552","lyc","P08","ctrl","6",36.05,4,"lycctrl","lycP08","lyc"
"553","per","P08","ctrl","1",49.1,4,"perctrl","perP08","per"
"554","oid","P08","ctrl","2",71.32,4,"oidctrl","oidP08","oid"
"555","pim","P08","ctrl","1",71.6,4,"pimctrl","pimP08","pim"
"556","chi","P08","ctrl","1",39.99,4,"chictrl","chiP08","chi"
"557","sit","P09","ctrl","1",30.99,4,"sitctrl","sitP09","sit"
"558","oid","P09","ctrl","3",61.37,4,"oidctrl","oidP09","oid"
"559","pim","P09","ctrl","1",67.35,4,"pimctrl","pimP09","pim"
"560","pen","P09","ctrl","1",55.02,4,"penctrl","penP09","pen"
"561","lyc","P09","ctrl","1",28.75,4,"lycctrl","lycP09","lyc"
"562","chi","P09","ctrl","1",64,4,"chictrl","chiP09","chi"
"563","per","P09","ctrl","1",35.82,4,"perctrl","perP09","per"
"564","hab","P09","ctrl","1",35.67,4,"habctrl","habP09","hab"
"565","sit","P10","ctrl","1",28.9,4,"sitctrl","sitP10","sit"
"566","hab","P10","ctrl","1",39.57,4,"habctrl","habP10","hab"
"567","chi","P10","ctrl","1",93.48,4,"chictrl","chiP10","chi"
"568","per","P10","ctrl","3",35.01,4,"perctrl","perP10","per"
"569","pim","P10","ctrl","1",71,4,"pimctrl","pimP10","pim"
"570","chm","P10","ctrl","1",54.02,4,"chmctrl","chmP10","chm"
"571","arc","P10","ctrl","1",54.07,4,"arcctrl","arcP10","arc"
"572","oid","P10","ctrl","3",74.94,4,"oidctrl","oidP10","oid"
"573","lyc","P10","ctrl","1",93.84,4,"lycctrl","lycP10","lyc"
"574","pen","P10","ctrl","1",41.51,4,"penctrl","penP10","pen"
"575","chi","P11","cold","1",18.21,4,"chicold","chiP11","chi"
"576","chm","P11","cold","1",13.81,4,"chmcold","chmP11","chm"
"577","pim","P11","cold","1",15.74,4,"pimcold","pimP11","pim"
"578","hab","P11","cold","2",9.21,4,"habcold","habP11","hab"
"579","sit","P11","cold","1",14.37,4,"sitcold","sitP11","sit"
"580","per","P11","cold","5",15.21,4,"percold","perP11","per"
"581","arc","P11","cold","1",24.69,4,"arccold","arcP11","arc"
"582","oid","P11","cold","2",13.94,4,"oidcold","oidP11","oid"
"583","lyc","P12","cold","1",21.02,4,"lyccold","lycP12","lyc"
"584","oid","P12","cold","8",8.33,4,"oidcold","oidP12","oid"
"585","pen","P12","cold","1",6.19,4,"pencold","penP12","pen"
"586","hab","P12","cold","2",13.43,4,"habcold","habP12","hab"
"587","chm","P12","cold","1",13.25,4,"chmcold","chmP12","chm"
"588","per","P12","cold","3",10.47,4,"percold","perP12","per"
"589","sit","P12","cold","1",12.73,4,"sitcold","sitP12","sit"
"590","pim","P12","cold","1",13.25,4,"pimcold","pimP12","pim"
"591","chi","P12","cold","3",10.61,4,"chicold","chiP12","chi"
"592","pim","P13","cold","1",7.67,4,"pimcold","pimP13","pim"
"593","oid","P13","cold","4",23.18,4,"oidcold","oidP13","oid"
"594","hab","P13","cold","1",10.88,4,"habcold","habP13","hab"
"595","arc","P13","cold","1",21.24,4,"arccold","arcP13","arc"
"596","chi","P13","cold","1",11.42,4,"chicold","chiP13","chi"
"597","sit","P13","cold","1",15.17,4,"sitcold","sitP13","sit"
"598","chm","P13","cold","1",11.03,4,"chmcold","chmP13","chm"
"599","chm","P14","cold","1",11.93,4,"chmcold","chmP14","chm"
"600","hab","P14","cold","1",9.48,4,"habcold","habP14","hab"
"601","oid","P14","cold","6",7.13,4,"oidcold","oidP14","oid"
"602","arc","P14","cold","1",19.38,4,"arccold","arcP14","arc"
"603","per","P14","cold","1",27.83,4,"percold","perP14","per"
"604","chi","P14","cold","1",14.02,4,"chicold","chiP14","chi"
"605","pim","P14","cold","1",13.65,4,"pimcold","pimP14","pim"
"606","sit","P14","cold","1",12.99,4,"sitcold","sitP14","sit"
"607","chm","P15","cold","1",15.78,4,"chmcold","chmP15","chm"
"608","arc","P15","cold","1",21.71,4,"arccold","arcP15","arc"
"609","per","P15","cold","1",9.92,4,"percold","perP15","per"
"610","sit","P15","cold","1",21.47,4,"sitcold","sitP15","sit"
"611","hab","P15","cold","1",11.14,4,"habcold","habP15","hab"
"612","chi","P15","cold","1",12.09,4,"chicold","chiP15","chi"
"613","lyc","P15","cold","1",22.28,4,"lyccold","lycP15","lyc"
"614","pim","P15","cold","1",10.87,4,"pimcold","pimP15","pim"
"615","oid","P15","cold","1",10.96,4,"oidcold","oidP15","oid"
"616","chi","P16","cold","1",8.2,4,"chicold","chiP16","chi"
"617","per","P16","cold","4",14.97,4,"percold","perP16","per"
"618","oid","P16","cold","3",3.96,4,"oidcold","oidP16","oid"
"619","pim","P16","cold","1",10.33,4,"pimcold","pimP16","pim"
"620","chm","P16","cold","1",16.76,4,"chmcold","chmP16","chm"
"621","sit","P16","cold","1",12.89,4,"sitcold","sitP16","sit"
"622","arc","P16","cold","1",27.02,4,"arccold","arcP16","arc"
"623","hab","P16","cold","1",14.23,4,"habcold","habP16","hab"
"624","lyc","P16","cold","1",22.74,4,"lyccold","lycP16","lyc"
"625","chi","P17","cold","2",6.36,4,"chicold","chiP17","chi"
"626","sit","P17","cold","1",27.02,4,"sitcold","sitP17","sit"
"627","chm","P17","cold","1",17.57,4,"chmcold","chmP17","chm"
"628","arc","P17","cold","1",11.04,4,"arccold","arcP17","arc"
"629","oid","P17","cold","3",14.64,4,"oidcold","oidP17","oid"
"630","hab","P17","cold","1",14.96,4,"habcold","habP17","hab"
"631","pim","P17","cold","1",10.55,4,"pimcold","pimP17","pim"
"632","pim","P18","cold","1",10.4,4,"pimcold","pimP18","pim"
"633","arc","P18","cold","1",20.14,4,"arccold","arcP18","arc"
"634","oid","P18","cold","1",19.77,4,"oidcold","oidP18","oid"
"635","hab","P18","cold","1",11.41,4,"habcold","habP18","hab"
"636","pen","P18","cold","1",9.09,4,"pencold","penP18","pen"
"637","chm","P18","cold","1",20.97,4,"chmcold","chmP18","chm"
"638","chi","P18","cold","1",17.82,4,"chicold","chiP18","chi"
"639","sit","P18","cold","1",9.72,4,"sitcold","sitP18","sit"
"640","hab","P19","cold","1",10.69,4,"habcold","habP19","hab"
"641","per","P19","cold","4",13.88,4,"percold","perP19","per"
"642","oid","P19","cold","4",20.76,4,"oidcold","oidP19","oid"
"643","chi","P19","cold","1",27.13,4,"chicold","chiP19","chi"
"644","arc","P19","cold","1",20.57,4,"arccold","arcP19","arc"
"645","pim","P19","cold","1",15.97,4,"pimcold","pimP19","pim"
"646","sit","P19","cold","1",16.94,4,"sitcold","sitP19","sit"
"647","chm","P19","cold","1",15.71,4,"chmcold","chmP19","chm"
"648","sit","P20","cold","2",23.64,4,"sitcold","sitP20","sit"
"649","chm","P20","cold","1",15.51,4,"chmcold","chmP20","chm"
"650","chi","P20","cold","1",18.83,4,"chicold","chiP20","chi"
"651","hab","P20","cold","1",7.08,4,"habcold","habP20","hab"
"652","oid","P20","cold","1",28.59,4,"oidcold","oidP20","oid"
"653","per","P20","cold","2",13.01,4,"percold","perP20","per"
"654","lyc","P20","cold","1",20.61,4,"lyccold","lycP20","lyc"
"655","pim","P20","cold","1",13.28,4,"pimcold","pimP20","pim"
"656","arc","P20","cold","6",13.82,4,"arccold","arcP20","arc"
"657","oid","P01","ctrl","2",95.66,5,"oidctrl","oidP01","oid"
"658","chi","P01","ctrl","1",55.97,5,"chictrl","chiP01","chi"
"660","pim","P01","ctrl","1",103.99,5,"pimctrl","pimP01","pim"
"661","arc","P01","ctrl","3",33.47,5,"arcctrl","arcP01","arc"
"662","hab","P01","ctrl","1",37.51,5,"habctrl","habP01","hab"
"663","sit","P01","ctrl","1",57.3,5,"sitctrl","sitP01","sit"
"664","chm","P01","ctrl","1",52.38,5,"chmctrl","chmP01","chm"
"665","chm","P02","ctrl","1",48.89,5,"chmctrl","chmP02","chm"
"666","arc","P02","ctrl","4",25.14,5,"arcctrl","arcP02","arc"
"667","oid","P02","ctrl","3",124.37,5,"oidctrl","oidP02","oid"
"668","sit","P02","ctrl","1",76.49,5,"sitctrl","sitP02","sit"
"669","pim","P02","ctrl","1",104.65,5,"pimctrl","pimP02","pim"
"670","lyc","P02","ctrl","1",96.39,5,"lycctrl","lycP02","lyc"
"671","hab","P02","ctrl","1",38.08,5,"habctrl","habP02","hab"
"672","chi","P02","ctrl","1",47.01,5,"chictrl","chiP02","chi"
"673","lyc","P03","ctrl","3",48.33,5,"lycctrl","lycP03","lyc"
"674","pim","P03","ctrl","1",96.09,5,"pimctrl","pimP03","pim"
"675","chm","P03","ctrl","1",42.11,5,"chmctrl","chmP03","chm"
"676","oid","P03","ctrl","3",18.42,5,"oidctrl","oidP03","oid"
"677","hab","P03","ctrl","1",41.12,5,"habctrl","habP03","hab"
"679","chi","P03","ctrl","1",86.5,5,"chictrl","chiP03","chi"
"680","sit","P04","ctrl","1",63.85,5,"sitctrl","sitP04","sit"
"681","per","P04","ctrl","3",38.7,5,"perctrl","perP04","per"
"682","oid","P04","ctrl","4",48.43,5,"oidctrl","oidP04","oid"
"683","arc","P04","ctrl","7",13.27,5,"arcctrl","arcP04","arc"
"684","pim","P04","ctrl","1",101.47,5,"pimctrl","pimP04","pim"
"685","chi","P04","ctrl","1",24.4,5,"chictrl","chiP04","chi"
"686","lyc","P04","ctrl","1",124.35,5,"lycctrl","lycP04","lyc"
"687","hab","P04","ctrl","1",35.39,5,"habctrl","habP04","hab"
"688","oid","P05","ctrl","3",70.64,5,"oidctrl","oidP05","oid"
"689","sit","P05","ctrl","1",50.86,5,"sitctrl","sitP05","sit"
"690","chi","P05","ctrl","1",72.77,5,"chictrl","chiP05","chi"
"691","lyc","P05","ctrl","1",48.97,5,"lycctrl","lycP05","lyc"
"692","hab","P05","ctrl","1",44.5,5,"habctrl","habP05","hab"
"693","arc","P05","ctrl","1",70.77,5,"arcctrl","arcP05","arc"
"694","pim","P05","ctrl","1",97.96,5,"pimctrl","pimP05","pim"
"695","per","P05","ctrl","7",32.25,5,"perctrl","perP05","per"
"696","chm","P05","ctrl","1",58.85,5,"chmctrl","chmP05","chm"
"697","oid","P06","ctrl","1",127.11,5,"oidctrl","oidP06","oid"
"698","sit","P06","ctrl","1",69.62,5,"sitctrl","sitP06","sit"
"699","chi","P06","ctrl","1",63.57,5,"chictrl","chiP06","chi"
"700","per","P06","ctrl","1",49.12,5,"perctrl","perP06","per"
"701","lyc","P06","ctrl","1",121.15,5,"lycctrl","lycP06","lyc"
"702","pim","P06","ctrl","1",100.41,5,"pimctrl","pimP06","pim"
"703","hab","P06","ctrl","1",46.49,5,"habctrl","habP06","hab"
"704","lyc","P07","ctrl","1",12.12,5,"lycctrl","lycP07","lyc"
"705","chm","P07","ctrl","1",48.27,5,"chmctrl","chmP07","chm"
"706","hab","P07","ctrl","1",48.28,5,"habctrl","habP07","hab"
"707","pim","P07","ctrl","1",95.4,5,"pimctrl","pimP07","pim"
"708","arc","P07","ctrl","7",21.36,5,"arcctrl","arcP07","arc"
"709","sit","P07","ctrl","1",50.58,5,"sitctrl","sitP07","sit"
"710","chi","P07","ctrl","1",89.28,5,"chictrl","chiP07","chi"
"711","per","P07","ctrl","3",54.91,5,"perctrl","perP07","per"
"712","chm","P08","ctrl","1",12.17,5,"chmctrl","chmP08","chm"
"713","pen","P08","ctrl","1",59.46,5,"penctrl","penP08","pen"
"714","hab","P08","ctrl","1",38.58,5,"habctrl","habP08","hab"
"715","sit","P08","ctrl","1",43.4,5,"sitctrl","sitP08","sit"
"716","lyc","P08","ctrl","6",52.15,5,"lycctrl","lycP08","lyc"
"717","per","P08","ctrl","1",61.83,5,"perctrl","perP08","per"
"718","oid","P08","ctrl","2",89.52,5,"oidctrl","oidP08","oid"
"719","pim","P08","ctrl","1",95.1,5,"pimctrl","pimP08","pim"
"720","chi","P08","ctrl","1",55.84,5,"chictrl","chiP08","chi"
"721","sit","P09","ctrl","1",31.18,5,"sitctrl","sitP09","sit"
"722","oid","P09","ctrl","3",84.17,5,"oidctrl","oidP09","oid"
"723","pim","P09","ctrl","1",85.83,5,"pimctrl","pimP09","pim"
"724","pen","P09","ctrl","1",67.67,5,"penctrl","penP09","pen"
"725","lyc","P09","ctrl","1",41.35,5,"lycctrl","lycP09","lyc"
"726","chi","P09","ctrl","1",80.98,5,"chictrl","chiP09","chi"
"727","per","P09","ctrl","1",45.8,5,"perctrl","perP09","per"
"728","hab","P09","ctrl","1",47.47,5,"habctrl","habP09","hab"
"729","sit","P10","ctrl","1",34.08,5,"sitctrl","sitP10","sit"
"730","hab","P10","ctrl","1",49.26,5,"habctrl","habP10","hab"
"731","chi","P10","ctrl","1",115.89,5,"chictrl","chiP10","chi"
"732","per","P10","ctrl","3",45.41,5,"perctrl","perP10","per"
"733","pim","P10","ctrl","1",87.02,5,"pimctrl","pimP10","pim"
"734","chm","P10","ctrl","1",63.67,5,"chmctrl","chmP10","chm"
"735","arc","P10","ctrl","1",64.57,5,"arcctrl","arcP10","arc"
"736","oid","P10","ctrl","3",94.54,5,"oidctrl","oidP10","oid"
"737","lyc","P10","ctrl","1",114.75,5,"lycctrl","lycP10","lyc"
"738","pen","P10","ctrl","1",53.74,5,"penctrl","penP10","pen"
"739","chi","P11","cold","1",22.45,5,"chicold","chiP11","chi"
"740","chm","P11","cold","1",15.24,5,"chmcold","chmP11","chm"
"741","pim","P11","cold","1",16.03,5,"pimcold","pimP11","pim"
"742","hab","P11","cold","2",9.21,5,"habcold","habP11","hab"
"743","sit","P11","cold","1",18.83,5,"sitcold","sitP11","sit"
"744","per","P11","cold","5",18.6,5,"percold","perP11","per"
"745","arc","P11","cold","1",29.98,5,"arccold","arcP11","arc"
"746","oid","P11","cold","2",19.08,5,"oidcold","oidP11","oid"
"747","lyc","P12","cold","1",21.99,5,"lyccold","lycP12","lyc"
"748","oid","P12","cold","8",9.4,5,"oidcold","oidP12","oid"
"749","pen","P12","cold","1",9.21,5,"pencold","penP12","pen"
"750","hab","P12","cold","2",13.92,5,"habcold","habP12","hab"
"751","chm","P12","cold","1",13.99,5,"chmcold","chmP12","chm"
"752","per","P12","cold","3",14.13,5,"percold","perP12","per"
"753","sit","P12","cold","1",17.54,5,"sitcold","sitP12","sit"
"754","pim","P12","cold","1",13.54,5,"pimcold","pimP12","pim"
"755","chi","P12","cold","3",13.39,5,"chicold","chiP12","chi"
"756","pim","P13","cold","1",8.23,5,"pimcold","pimP13","pim"
"757","oid","P13","cold","4",32.15,5,"oidcold","oidP13","oid"
"758","hab","P13","cold","1",11.94,5,"habcold","habP13","hab"
"759","arc","P13","cold","1",28.21,5,"arccold","arcP13","arc"
"760","chi","P13","cold","1",12.93,5,"chicold","chiP13","chi"
"761","sit","P13","cold","1",19.97,5,"sitcold","sitP13","sit"
"762","chm","P13","cold","1",11.41,5,"chmcold","chmP13","chm"
"763","chm","P14","cold","1",12.52,5,"chmcold","chmP14","chm"
"764","hab","P14","cold","1",10.59,5,"habcold","habP14","hab"
"765","oid","P14","cold","6",10.03,5,"oidcold","oidP14","oid"
"766","arc","P14","cold","1",23.05,5,"arccold","arcP14","arc"
"767","per","P14","cold","1",31.13,5,"percold","perP14","per"
"768","chi","P14","cold","1",17.55,5,"chicold","chiP14","chi"
"769","pim","P14","cold","1",14.36,5,"pimcold","pimP14","pim"
"770","sit","P14","cold","1",15.7,5,"sitcold","sitP14","sit"
"771","chm","P15","cold","1",15.89,5,"chmcold","chmP15","chm"
"772","arc","P15","cold","1",26.49,5,"arccold","arcP15","arc"
"773","per","P15","cold","1",13.15,5,"percold","perP15","per"
"774","sit","P15","cold","1",27.37,5,"sitcold","sitP15","sit"
"775","hab","P15","cold","1",12.01,5,"habcold","habP15","hab"
"776","chi","P15","cold","1",17.83,5,"chicold","chiP15","chi"
"777","lyc","P15","cold","1",23.03,5,"lyccold","lycP15","lyc"
"778","pim","P15","cold","1",11.29,5,"pimcold","pimP15","pim"
"779","oid","P15","cold","1",18.45,5,"oidcold","oidP15","oid"
"780","chi","P16","cold","1",13.73,5,"chicold","chiP16","chi"
"781","per","P16","cold","4",20.42,5,"percold","perP16","per"
"782","oid","P16","cold","3",4.17,5,"oidcold","oidP16","oid"
"783","pim","P16","cold","1",11.05,5,"pimcold","pimP16","pim"
"784","chm","P16","cold","1",18.81,5,"chmcold","chmP16","chm"
"785","sit","P16","cold","1",18.34,5,"sitcold","sitP16","sit"
"786","arc","P16","cold","1",35.23,5,"arccold","arcP16","arc"
"787","hab","P16","cold","1",14.88,5,"habcold","habP16","hab"
